experiment_names,GAC_exp_exp_boolector_10000001,GAC_exp_exp_boolector_11000001,GAC_exp_exp_cadical_11000001,GAC_exp_exp_glucose_11000001,GAC_exp_exp_idl_yices2_11000001,GAC_exp_exp_idl_z3_11000001,GAC_exp_exp_lia_yices2_11000001,GAC_exp_exp_lia_z3_11000001,GAC_exp_exp_nbc_11000001,GAC_exp_exp_nia_z3_11000001,GAC_exp_exp_yices2_10000001,GAC_exp_exp_yices2_11000001,GAC_exp_exp_z3_10000001,GAC_exp_exp_z3_11000001,GAC_exp_occ_boolector_10000001,GAC_exp_occ_boolector_11000001,GAC_exp_occ_cadical_11000001,GAC_exp_occ_glucose_11000001,GAC_exp_occ_idl_yices2_11000001,GAC_exp_occ_idl_z3_11000001,GAC_exp_occ_lia_yices2_11000001,GAC_exp_occ_lia_z3_11000001,GAC_exp_occ_nbc_10000001,GAC_exp_occ_nbc_11000001,GAC_exp_occ_nbc_11100001,GAC_exp_occ_nia_z3_11000001,GAC_exp_occ_yices2_11000001,GAC_exp_occ_z3_10000001,GAC_exp_occ_z3_11000001,GAC_occ_exp_boolector_11000001,GAC_occ_exp_cadical_11000001,GAC_occ_exp_glucose_11000001,GAC_occ_exp_idl_yices2_11000001,GAC_occ_exp_idl_z3_11000001,GAC_occ_exp_lia_yices2_11000001,GAC_occ_exp_lia_z3_11000001,GAC_occ_exp_nbc_11000001,GAC_occ_exp_nia_z3_11000001,GAC_occ_exp_yices2_11000001,GAC_occ_exp_z3_10000001,GAC_occ_exp_z3_11000001,GAC_occ_occ_boolector_11000001,GAC_occ_occ_cadical_11000001,GAC_occ_occ_glucose_11000001,GAC_occ_occ_idl_yices2_11000001,GAC_occ_occ_idl_z3_11000001,GAC_occ_occ_lia_yices2_11000001,GAC_occ_occ_lia_z3_11000001,GAC_occ_occ_nbc_11000001,GAC_occ_occ_nia_z3_11000001,GAC_occ_occ_yices2_11000001,GAC_occ_occ_z3_11000001,None_exp_exp_boolector_10000001,None_exp_exp_boolector_11000001,None_exp_exp_cadical_11000001,None_exp_exp_glucose_11000001,None_exp_exp_idl_yices2_11000001,None_exp_exp_idl_z3_11000001,None_exp_exp_lia_yices2_11000001,None_exp_exp_lia_z3_11000001,None_exp_exp_nbc_11000001,None_exp_exp_nia_z3_11000001,None_exp_exp_yices2_11000001,None_exp_exp_z3_10000001,None_exp_exp_z3_11000001,None_exp_occ_boolector_10000001,None_exp_occ_boolector_11000001,None_exp_occ_cadical_11000001,None_exp_occ_glucose_11000001,None_exp_occ_idl_yices2_11000001,None_exp_occ_idl_z3_11000001,None_exp_occ_lia_yices2_11000001,None_exp_occ_lia_z3_11000001,None_exp_occ_nbc_11000001,None_exp_occ_nia_z3_11000001,None_exp_occ_yices2_11000001,None_exp_occ_z3_10000001,None_exp_occ_z3_11000001,None_occ_exp_boolector_11000001,None_occ_exp_cadical_11000001,None_occ_exp_glucose_11000001,None_occ_exp_idl_yices2_11000001,None_occ_exp_idl_z3_11000001,None_occ_exp_lia_yices2_11000001,None_occ_exp_lia_z3_11000001,None_occ_exp_nbc_11000001,None_occ_exp_nia_z3_11000001,None_occ_exp_yices2_10000001,None_occ_exp_yices2_11000001,None_occ_exp_z3_11000001,None_occ_occ_boolector_10000001,None_occ_occ_boolector_11000001,None_occ_occ_cadical_11000001,None_occ_occ_glucose_11000001,None_occ_occ_idl_yices2_11000001,None_occ_occ_idl_z3_11000001,None_occ_occ_lia_yices2_11000001,None_occ_occ_lia_z3_11000001,None_occ_occ_nbc_11000001,None_occ_occ_nia_z3_11000001,None_occ_occ_yices2_11000001,None_occ_occ_z3_10000001,None_occ_occ_z3_11000001,SACBounds_limit_exp_exp_boolector_11000001,SACBounds_limit_exp_exp_cadical_11000001,SACBounds_limit_exp_exp_glucose_11000001,SACBounds_limit_exp_exp_glucose_11100001,SACBounds_limit_exp_exp_glucose_11100101,SACBounds_limit_exp_exp_idl_yices2_11000001,SACBounds_limit_exp_exp_idl_z3_11000001,SACBounds_limit_exp_exp_lia_yices2_11000001,SACBounds_limit_exp_exp_lia_z3_11000001,SACBounds_limit_exp_exp_nbc_10000001,SACBounds_limit_exp_exp_nbc_11000001,SACBounds_limit_exp_exp_nbc_11100001,SACBounds_limit_exp_exp_nia_z3_11000001,SACBounds_limit_exp_exp_yices2_11000001,SACBounds_limit_exp_exp_z3_10000001,SACBounds_limit_exp_exp_z3_11000001,SACBounds_limit_exp_occ_boolector_11000001,SACBounds_limit_exp_occ_cadical_11000001,SACBounds_limit_exp_occ_glucose_00000001,SACBounds_limit_exp_occ_glucose_00001001,SACBounds_limit_exp_occ_glucose_01000001,SACBounds_limit_exp_occ_glucose_10000001,SACBounds_limit_exp_occ_glucose_10000101,SACBounds_limit_exp_occ_glucose_11000001,SACBounds_limit_exp_occ_glucose_11100001,SACBounds_limit_exp_occ_glucose_11100101,SACBounds_limit_exp_occ_idl_yices2_11000001,SACBounds_limit_exp_occ_idl_z3_11000001,SACBounds_limit_exp_occ_lia_yices2_11000001,SACBounds_limit_exp_occ_lia_z3_11000001,SACBounds_limit_exp_occ_minion_00000001,SACBounds_limit_exp_occ_minion_00001001,SACBounds_limit_exp_occ_minion_10000001,SACBounds_limit_exp_occ_minion_10010001,SACBounds_limit_exp_occ_minion_11000001,SACBounds_limit_exp_occ_nbc_00000001,SACBounds_limit_exp_occ_nbc_10000001,SACBounds_limit_exp_occ_nbc_10010001,SACBounds_limit_exp_occ_nbc_10010011,SACBounds_limit_exp_occ_nbc_11000001,SACBounds_limit_exp_occ_nbc_11010001,SACBounds_limit_exp_occ_nbc_11100001,SACBounds_limit_exp_occ_nia_z3_11000001,SACBounds_limit_exp_occ_yices2_11000001,SACBounds_limit_exp_occ_z3_10000001,SACBounds_limit_exp_occ_z3_11000001,SACBounds_limit_occ_exp_boolector_10000001,SACBounds_limit_occ_exp_boolector_11000001,SACBounds_limit_occ_exp_cadical_11000001,SACBounds_limit_occ_exp_glucose_11000001,SACBounds_limit_occ_exp_idl_yices2_11000001,SACBounds_limit_occ_exp_idl_z3_11000001,SACBounds_limit_occ_exp_lia_yices2_11000001,SACBounds_limit_occ_exp_lia_z3_11000001,SACBounds_limit_occ_exp_nbc_11000001,SACBounds_limit_occ_exp_nia_z3_11000001,SACBounds_limit_occ_exp_yices2_11000001,SACBounds_limit_occ_exp_z3_10000001,SACBounds_limit_occ_exp_z3_11000001,SACBounds_limit_occ_occ_boolector_11000001,SACBounds_limit_occ_occ_cadical_11000001,SACBounds_limit_occ_occ_glucose_00000001,SACBounds_limit_occ_occ_glucose_00001001,SACBounds_limit_occ_occ_glucose_10000001,SACBounds_limit_occ_occ_glucose_10000101,SACBounds_limit_occ_occ_glucose_11000001,SACBounds_limit_occ_occ_glucose_11000101,SACBounds_limit_occ_occ_glucose_11100001,SACBounds_limit_occ_occ_glucose_11100101,SACBounds_limit_occ_occ_idl_yices2_11000001,SACBounds_limit_occ_occ_idl_z3_11000001,SACBounds_limit_occ_occ_lia_yices2_11000001,SACBounds_limit_occ_occ_lia_z3_11000001,SACBounds_limit_occ_occ_minion_00000001,SACBounds_limit_occ_occ_minion_00001001,SACBounds_limit_occ_occ_minion_10000001,SACBounds_limit_occ_occ_minion_10010001,SACBounds_limit_occ_occ_nbc_10000001,SACBounds_limit_occ_occ_nbc_10010001,SACBounds_limit_occ_occ_nbc_10010011,SACBounds_limit_occ_occ_nbc_11000001,SACBounds_limit_occ_occ_nbc_11100001,SACBounds_limit_occ_occ_nbc_11100101,SACBounds_limit_occ_occ_nia_z3_11000001,SACBounds_limit_occ_occ_yices2_11000001,SACBounds_limit_occ_occ_z3_11000001,SSACBounds_limit_exp_exp_boolector_10000001,SSACBounds_limit_exp_exp_boolector_11000001,SSACBounds_limit_exp_exp_cadical_11000001,SSACBounds_limit_exp_exp_glucose_11000001,SSACBounds_limit_exp_exp_idl_yices2_11000001,SSACBounds_limit_exp_exp_idl_z3_11000001,SSACBounds_limit_exp_exp_lia_yices2_11000001,SSACBounds_limit_exp_exp_lia_z3_11000001,SSACBounds_limit_exp_exp_nbc_11000001,SSACBounds_limit_exp_exp_nia_z3_11000001,SSACBounds_limit_exp_exp_yices2_10000001,SSACBounds_limit_exp_exp_yices2_11000001,SSACBounds_limit_exp_exp_z3_11000001,SSACBounds_limit_exp_occ_boolector_11000001,SSACBounds_limit_exp_occ_cadical_11000001,SSACBounds_limit_exp_occ_glucose_11000001,SSACBounds_limit_exp_occ_idl_yices2_11000001,SSACBounds_limit_exp_occ_idl_z3_11000001,SSACBounds_limit_exp_occ_lia_yices2_11000001,SSACBounds_limit_exp_occ_lia_z3_11000001,SSACBounds_limit_exp_occ_nbc_11000001,SSACBounds_limit_exp_occ_nia_z3_11000001,SSACBounds_limit_exp_occ_yices2_10000001,SSACBounds_limit_exp_occ_yices2_11000001,SSACBounds_limit_exp_occ_z3_10000001,SSACBounds_limit_exp_occ_z3_11000001,SSACBounds_limit_occ_exp_boolector_10000001,SSACBounds_limit_occ_exp_boolector_11000001,SSACBounds_limit_occ_exp_cadical_11000001,SSACBounds_limit_occ_exp_glucose_11000001,SSACBounds_limit_occ_exp_idl_yices2_11000001,SSACBounds_limit_occ_exp_idl_z3_11000001,SSACBounds_limit_occ_exp_lia_yices2_11000001,SSACBounds_limit_occ_exp_lia_z3_11000001,SSACBounds_limit_occ_exp_nbc_11000001,SSACBounds_limit_occ_exp_nia_z3_11000001,SSACBounds_limit_occ_exp_yices2_11000001,SSACBounds_limit_occ_exp_z3_10000001,SSACBounds_limit_occ_exp_z3_11000001,SSACBounds_limit_occ_occ_boolector_10000001,SSACBounds_limit_occ_occ_boolector_11000001,SSACBounds_limit_occ_occ_cadical_11000001,SSACBounds_limit_occ_occ_glucose_11000001,SSACBounds_limit_occ_occ_idl_yices2_11000001,SSACBounds_limit_occ_occ_idl_z3_11000001,SSACBounds_limit_occ_occ_lia_yices2_11000001,SSACBounds_limit_occ_occ_lia_z3_11000001,SSACBounds_limit_occ_occ_nbc_11000001,SSACBounds_limit_occ_occ_nia_z3_11000001,SSACBounds_limit_occ_occ_yices2_11000001,SSACBounds_limit_occ_occ_z3_10000001,SSACBounds_limit_occ_occ_z3_11000001
closed_tumor_10_10.0,,,,,,,,,247.3766276,,,,,,,,72.64508667,,,,61.44561871,,,41.93610771,,,,,,,,,,,,,,,,,,,76.45145688,,,,51.53817391,,32.87231666,,117.618943,,,,,,,,,,,,,,,,,71.70273972,,,,56.96583454,,43.06394394,,166.9981259,,,,,,,,,,,,,,,,,69.96110058,,,,56.43217874,,42.45032048,,,,,,,,,,,,,,,217.0103103,296.2580994,,,,,,72.32686687,,,,,,,,,,,47.39269503,,,,,,71.15183139,,57.48721584,,,41.45658068,60.02319741,,,122.0059109,,,,,,,,,,,195.8392797,,,,,,77.17341285,,,,,,,39.52171286,482.1219332,,,57.79072948,,,,,,,,,43.47427988,27.30848016,,,114.1479626,,,,,,,,,,,,,,,,100.9561052,,,,92.9448678,,81.80572438,,,147.0517466,,,,,,,,,,,,,,,,,,111.6320465,,,,94.79650016,,73.16366291,,,,
min_rare_audio_30_30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.4032722,,,,,142.8382954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.4713114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
disc_anneal_40_40.0,,,,,,,,,,,,,,,,,88.34031582,88.53306731,,,,,,88.84885308,,,,,,,,,,,,,,,,,,,62.37650714,45.41272402,,,,,44.04989211,,,,,,,,,,,,,,,,,,,88.98602486,80.90695362,,,90.4543807,,88.26256331,,,,,,,,,,,,,,,,,,,57.38132858,41.14480228,,,,,44.32702519,,,,,,,,,,,,,,,,,,,,,,103.165088,,,90.22063772,,,75.06777072,125.2596587,79.38001084,,,,,,,,,,,120.8277284,,,74.29650335,80.42485428,126.8748773,,,,,,,,,,,,,,,,,,,52.57375965,,,,,34.72208238,,,,,,29.28120828,,,,,,,,,37.37565974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gen_krvskp_40_40.0,,,,,,,,,,,,,,,,,,616.8587323,,,,,,,,,,,,,,,,,,,,,,,,,,569.1380759,,,,,1134.824482,,,,,,,,,,,,,,,,,,,,637.4806949,,,,,1064.066499,,,,,,,,,,,,,,,,,,,,540.1843903,,,,,1178.379207,,,,,,,,,,,,,,,,,,,,,,,,,701.41024,,,736.7006537,,,,,,,,,,,,,3915.660131,,,1255.299304,1232.451878,,,,,,,,,,,,,,,,,,,,,,,,,530.0704244,,748.0473715,,,,,,,,,,,,,,1295.734898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
disc_vote_20_20.0,,,116.4341816,70.23923818,,,67.36728787,,99.93613353,,,,,,,,43.09744916,32.54818735,,,25.0979298,,,33.37607745,,,,,83.22303706,,,93.53991909,,,,,108.1119293,,,,,,31.16586494,22.36957256,,,18.29978456,,25.67276816,,,79.98371816,,,114.4305448,78.10589675,,,88.751862,,87.09174275,,,,,,,40.10687985,30.23434998,,,23.65331539,,28.71189729,,,,84.32915688,,,91.3514204,,,,,118.8949726,,,,,,,31.49881911,22.21119668,,,15.26119073,,23.10071864,,,,73.46421854,,120.8857433,82.26901952,,,,,94.25090218,,103.6167861,103.4547657,,,,,,,40.18603698,,,35.58623783,,,30.88550105,24.91228716,17.15815274,,,23.01690211,101.949825,,,,,35.73710187,,40.0590663,,,30.8000206,32.54843203,24.42353964,,,,73.91347694,,,,141.3135727,,,,,175.803655,,,,,,28.52166073,,,,,21.81780243,,,,,,18.68484702,92.46739559,,,,,,,,22.28724189,,,,,69.44428277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
min_rare_zoo_40_40.0,,,,,,,,,,,,,,,,,44.8646303,,,,96.41783237,,,32.97795228,,,,,,,,,,,,,,,,,,,45.34595456,,,,87.07328975,,27.81244644,,,,,,,,,,,,,,,,,,,48.80311794,,,,,,33.25849053,,133.1146145,,,,,,,,,,,,,,,,,49.38723221,,,,82.72662544,,32.87435607,,119.8946948,,,,,,,,,,,,,,,,,,,,50.21697602,,,,,,,30.11440444,,,,,,,,,,,,42.21129171,,,28.84223223,45.44317087,17.23689453,,131.5656505,,,,,,,,,,,137.7243335,,,,,,42.14565237,,,,,,,,,,,86.23147655,,,,,,,,,30.73732772,,,,113.6759199,,,,,,,,,,,,,,,,52.27916007,,,,83.58223122,,36.6058377,,,109.5250853,,,,,,,,,,,,,,,,,,43.52818418,,,,,,32.34463036,,117.6758609,,
gen_german_50_50.0,,,,,,,,,,,,,,,,,,153.1109759,,,,,,157.8203513,,,,,,,,,,,,,,,,,,,184.6078293,112.4994853,,,,,94.65961832,,,,,,,,,,,,,,,,,,,241.6137165,157.5060876,,,,,147.6351689,,,,,,,,,,,,,,,,,,,181.0071428,116.2966925,,,,,104.007465,,,,,,,,,,,,,,,,,,,,,,158.1760394,,,150.4949896,,,153.7159616,,,,,,,,,,,,,210.9211121,,,137.6547462,131.5697197,,,,,,,,,,,,,,,,,,,,131.2124329,,,,,93.73839383,,96.32043274,356.0483999,,,,,,,,,,,,88.43103568,91.14179166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
closed_zoo_30_30.0,,,69.95695004,,,,89.1347878,,52.89437136,,,94.11119761,,,,,15.1267728,,,,17.30970469,30.86476906,,12.69046867,,73.70477414,24.1772953,,,,57.09070134,,,,95.19733286,,56.47685175,,100.9783415,,,101.084044,14.61609674,,,,15.46192813,34.26994467,9.586959283,83.50282812,22.32827983,,,,53.75160098,,,,83.06544264,,53.14482031,,82.15126689,,,,,17.35246558,,,,16.64284229,32.57533916,12.92351166,77.2050976,23.72505946,,,,66.78070912,,,,101.4411658,,48.55789948,,,114.3975789,,,,16.12308111,,,,15.50026361,31.64953327,12.56647226,75.51457723,21.57412163,,,,52.48564363,,,,,,75.55578685,,,41.0293541,33.58563455,,76.04737703,,,,14.42840779,,,,,,,,,,,16.43256822,25.71951969,,,,,,,17.86036128,,,11.46832561,14.23578604,,51.61890022,18.91769123,,,,,54.41525054,,,,79.77384146,,56.11247973,,104.5076022,,,,15.14408884,,,,,,26.63515806,4.551115235,15.92296877,,,15.02169042,27.4463551,,,,,,,,10.85680277,3.886735031,11.09177434,43.4320511,19.17184607,,,,,,,,,,,,,,,,15.24189639,,,,15.38762601,29.0242177,13.34960386,45.80088472,,21.01784658,,,,,,,,,,,,,,,,,,13.17460704,,,,15.95059077,24.82645273,11.69387665,46.0672215,20.02563079,,
closed_krvskp_30_30.0,,,,,,,,,,,,,,,,,,1238.0217,,,,,,2419.514241,,,,,,,,,,,,,,,,,,,,1215.820339,,,,,2362.76588,,,,,,,,,,,,,,,,,,,,1247.149331,,,,,2517.108758,,,,,,,,,,,,,,,,,,,,1192.212583,,,,,2397.408824,,,,,,,,,,,,,,,,,,,,,,,,,1316.212757,,,1208.745913,,,,,,,,,,,,,6585.983103,,,2141.541632,2118.529002,,,,,,,,,,,,,,,,,,,,,,,,,1095.150928,,1636.143529,,,,,,,,,,,,,2080.544478,2557.524706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
closed_hepatit_30_30.0,,,,,,,,,2508.765129,,,,,,,,36.58702006,31.1953302,,,31.35538292,,,30.11671439,,,,,,,,,,,,,,,,,,,33.31285582,26.39107337,,,27.20466805,,19.63774449,,,,,,,,,,,,,,,,,,,36.70788987,31.59184612,,,31.37598085,,29.85274287,,,,,,,,,,,,,,,,,,,31.88021708,26.72141983,,,,,22.92337185,,,,,,,,1300.79486,,,,,,,2062.239997,,,,,,,37.3228476,,,32.21841208,,,29.00985184,,,,,,164.8105329,,,,,,,43.58647497,,,27.29863501,27.52299627,,,,,,,,,,,,,,,,,,,,29.74402738,,,,,23.187819,30.26856136,15.82830028,24.31667099,,,25.96001542,,,,,,,,,24.64902719,12.71987613,20.95069396,,,,,,,,,,,,,,,,,,43.97350545,42.08111057,,,37.64054132,,41.6891283,,,,,,,,,,,,,,,,,,,,,40.1134824,34.02220432,,,35.43674731,135.5210862,34.27119819,,,,
min_rare_audio_40_40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.3836215,,,,,138.6571844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.9970014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rel_sub_anneal_30_30.0,,,,,,,,,,,,,,,,,731.6428266,,,,,,,761.0975198,,,,,,,,,,,,,,,,,,,850.9576481,,,,,,783.9040174,,,,,,,,,,,,,,,,,,,1178.686493,,,,,,912.7425847,,,,,,,,,,,,,,,,,,,802.6784871,,,,,,970.5507861,,,,,,,,,,,,,,,,,,,,,,718.1404472,,,,,,,3462.689082,837.1646726,,,,,,,,,,,,,,772.8656798,2970.465796,3259.510684,,,,,,,,,,,,,,,,,,,827.6922107,,,,,,,,,,,,,,,,,,,,763.3568448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
